NAAM,TYPE_NAAM,GELD_START,LON,LAT,GEMEENTE
Dorpskom Houtem,Beschermd stads- of dorpsgezicht,2001/09/10,2.606,51.012,Veurne
Huis 't Muzekot: omgeving,Beschermd cultuurhistorisch landschap,1976/08/10,2.660,51.072,Veurne
Burgerhuis en herenhuis met omgeving,Beschermd stads- of dorpsgezicht,1979/08/21,2.660,51.072,Veurne
Hoeve Eikenbrand met omgeving,Beschermd stads- of dorpsgezicht,1985/11/28,2.619,51.005,Veurne
Sint-Pietersveld,Beschermd cultuurhistorisch landschap,2002/06/24,3.340,51.082,Wingene
Pastorie Onze-Lieve-Vrouw en Sint-Rochusparochie met omgeving,Beschermd stads- of dorpsgezicht,1987/01/16,4.365,51.087,Boom
Wijk Noeveren,Beschermd stads- of dorpsgezicht,1986/07/25,4.348,51.096,Boom
Gemeentepark,Beschermd cultuurhistorisch landschap,1940/03/08,4.376,51.102,Boom
Parochiekerk Carolus Borromeus: kerkhof met hekken,Beschermd cultuurhistorisch landschap,1976/06/11,3.357,51.070,Ruiselede
Dorpskern Ruiselede,Beschermd stads- of dorpsgezicht,1981/04/08,3.398,51.041,Ruiselede
Dorpskern Ruiselede: uitbreiding,Beschermd stads- of dorpsgezicht,1999/02/12,3.397,51.041,Ruiselede
Rijksopvoedingsgesticht en omgeving,Beschermd cultuurhistorisch landschap,1976/10/14,3.343,51.087,Ruiselede
Dekenij Sint-Ludgerusparochie en omgeving,Beschermd stads- of dorpsgezicht,1997/03/25,4.039,51.069,Zele
Kaaibeekhoeve met erf met omwalling,Beschermd stads- of dorpsgezicht,1980/12/24,4.930,51.089,Herselt
De Langdonken,Beschermd cultuurhistorisch landschap,1985/08/19,4.864,51.027,Herselt
Abdij van Rozendaal,Beschermd cultuurhistorisch landschap,1968/09/11,4.468,51.071,Sint-Katelijne-Waver
Midzeelhoeven: omgeving,Beschermd cultuurhistorisch landschap,1975/10/16,4.502,51.061,Sint-Katelijne-Waver
Parochiekerk Onze-Lieve-Vrouw met omgeving,Beschermd stads- of dorpsgezicht,1981/12/17,4.580,51.063,Sint-Katelijne-Waver
Hoeve De Schrans: omgeving,Beschermd stads- of dorpsgezicht,1987/01/12,4.567,51.064,Sint-Katelijne-Waver
Kapel Onze-Lieve-Vrouw met toegangsdreef,Beschermd stads- of dorpsgezicht,1987/01/12,4.513,51.043,Sint-Katelijne-Waver
Kasteeldomein Sint-Michiels: park,Beschermd stads- of dorpsgezicht,1981/04/13,4.488,51.060,Sint-Katelijne-Waver
Kasteeldomein Zorgvliet met park,Beschermd stads- of dorpsgezicht,1987/01/12,4.492,51.055,Sint-Katelijne-Waver
Goorboshoeve met omgeving en omgrachting,Beschermd stads- of dorpsgezicht,1981/11/24,4.500,51.072,Sint-Katelijne-Waver
Het Goor,Beschermd cultuurhistorisch landschap,1980/09/04,4.852,51.060,Hulshout
Hoeve 't Bergske met omgeving,Beschermd stads- of dorpsgezicht,1980/10/06,4.782,51.063,Hulshout
Peultenbos,Beschermd cultuurhistorisch landschap,1985/09/26,4.569,51.040,Putte
Grote Krankhoeve met omgeving,Beschermd stads- of dorpsgezicht,1982/07/14,4.569,51.037,Putte
Pastorie Sint-Remigiusparochie: binnenkoer en  tuin,Beschermd stads- of dorpsgezicht,1984/04/11,4.671,51.057,Putte
Tegelfabriek Rottiers met omgeving,Beschermd stads- of dorpsgezicht,1998/11/23,4.353,51.036,Willebroek
Sas Klein-Willebroek,Beschermd stads- of dorpsgezicht,1981/11/16,4.367,51.082,Willebroek
Opgaande kastanje in Domein Blaasveld,Beschermd cultuurhistorisch landschap,1942/12/30,4.387,51.055,Willebroek
Zandberg,Beschermd cultuurhistorisch landschap,1994/01/06,3.806,51.037,Destelbergen
Kastelen met omgeving,Beschermd stads- of dorpsgezicht,1981/01/23,3.786,51.063,Destelbergen
Kasteeldomein Van Acker,Beschermd stads- of dorpsgezicht,1981/07/03,3.798,51.054,Destelbergen
Bosseveerhoeve: omgeving,Beschermd stads- of dorpsgezicht,1991/12/16,3.796,51.018,Destelbergen
Aelmeersstraat en omgeving,Beschermd stads- of dorpsgezicht,1995/12/05,3.795,51.033,Destelbergen
Bedevaartplaats Bergenkruis,Beschermd stads- of dorpsgezicht,1981/01/23,3.789,51.064,Destelbergen
Erfgoedlandschap Zennegat-Battenbroek,Erfgoedlandschap,2011/02/25,4.428,51.063,Mechelen
Mechels Broek: fase 2,Beschermd cultuurhistorisch landschap,1984/08/16,4.520,51.020,Mechelen
Mechels Broek: fase 1,Beschermd cultuurhistorisch landschap,1981/04/03,4.513,51.020,Mechelen
Burgerhuizen met tuinen,Beschermd stads- of dorpsgezicht,1997/07/10,4.471,51.022,Mechelen
Modernistische bebouwing met voor- en achtertuinen,Beschermd stads- of dorpsgezicht,1997/07/10,4.465,51.027,Mechelen
Kasteel Tivoli: park en bijgebouwen,Beschermd stads- of dorpsgezicht,1997/02/03,4.472,51.047,Mechelen
Negen stadswoningen in neo-Vlaamse-renaissancestijl,Beschermd stads- of dorpsgezicht,1997/07/10,4.488,51.031,Mechelen
Kapel Onze-Lieve-Vrouw Ten Doorn en omgeving,Beschermd stads- of dorpsgezicht,1980/07/18,4.413,51.052,Mechelen
Gesticht Cellekens met omgeving,Beschermd cultuurhistorisch landschap,1971/05/27,4.477,51.029,Mechelen
Zennegat - Battenbroek: fase 1,Beschermd cultuurhistorisch landschap,1980/09/09,4.439,51.058,Mechelen
Zennegat - Battenbroek: fase 2,Beschermd cultuurhistorisch landschap,1984/11/06,4.431,51.046,Mechelen
Zennegat - Battenbroek: fase 3,Beschermd cultuurhistorisch landschap,1992/06/02,4.435,51.056,Mechelen
Zennegat - Battenbroek: fase 4,Beschermd cultuurhistorisch landschap,1990/10/22,4.426,51.057,Mechelen
Zennegat - Battenbroek: fase 5,Beschermd cultuurhistorisch landschap,1993/10/18,4.436,51.071,Mechelen
Beuk,Beschermd cultuurhistorisch landschap,1957/07/06,4.519,51.010,Mechelen
Parkgebied langs de Dijle: fase 1,Beschermd cultuurhistorisch landschap,1981/11/04,4.518,51.011,Mechelen
Parkgebied langs de Dijle: fase 2,Beschermd cultuurhistorisch landschap,1982/09/22,4.515,51.012,Mechelen
Goswin de Stassartstraat en aanpalende straten,Beschermd stads- of dorpsgezicht,1995/05/19,4.480,51.031,Mechelen
Groot Begijnhof: gedeelte,Beschermd stads- of dorpsgezicht,1985/05/02,4.474,51.032,Mechelen
Groot Begijnhof,Beschermd stads- of dorpsgezicht,2012/07/12,4.474,51.032,Mechelen
Grote Markt en omgeving,Beschermd stads- of dorpsgezicht,1985/05/02,4.480,51.028,Mechelen
Geheel van burgerhuizen en stadswoningen,Beschermd stads- of dorpsgezicht,1997/09/26,4.470,51.022,Mechelen
Hoeve Hooghuis: schuur en verbindingsgebouw,Beschermd stads- of dorpsgezicht,1991/11/18,4.435,51.052,Mechelen
Groot Begijnhof: gedeelte,Beschermd cultuurhistorisch landschap,1976/12/22,4.474,51.033,Mechelen
Modernistische stadswoningen ontworpen door Jos Chabot,Beschermd stads- of dorpsgezicht,1995/04/03,4.464,51.028,Mechelen
Parochiekerk Onze-Lieve-Vrouw van Bijstand met kerkhof en kerkhofmuur,Beschermd stads- of dorpsgezicht,1985/01/21,4.458,51.066,Mechelen
Brouwerij De Posthoorn,Beschermd stads- of dorpsgezicht,1987/01/16,4.479,51.031,Mechelen
Hof ter Linden met park,Beschermd stads- of dorpsgezicht,1981/06/16,4.445,51.044,Mechelen
Dubbele schutsluis: omgeving,Beschermd stads- of dorpsgezicht,1997/02/03,4.446,51.039,Mechelen
Opgaande beuk in tuin notariswoning,Beschermd cultuurhistorisch landschap,1948/10/09,3.044,51.029,Kortemark
Mottekasteel De Hogen Andjoen,Beschermd cultuurhistorisch landschap,1957/07/06,2.962,51.029,Kortemark
Parochiekerk Sint-Martinus met omgeving,Beschermd cultuurhistorisch landschap,1957/07/06,2.963,51.029,Kortemark
Boerenburgershuis Dewulf met omgeving,Beschermd stads- of dorpsgezicht,2001/06/11,3.004,51.027,Kortemark
Barisdamhoeve met omgeving,Beschermd stads- of dorpsgezicht,2002/11/13,2.973,51.024,Kortemark
Windmolen Ausmansmolen met omgeving,Beschermd stads- of dorpsgezicht,1995/05/29,3.855,51.039,Laarne
Hoeve Ruytenshof en erf,Beschermd stads- of dorpsgezicht,1995/10/18,3.918,51.056,Laarne
Hoeve en omgeving,Beschermd stads- of dorpsgezicht,1995/10/18,3.909,51.053,Laarne
Kasteeldomein van Berlare: park en toegangsdreef,Beschermd cultuurhistorisch landschap,1974/09/30,4.001,51.023,Berlare
Herenhuis: tuin,Beschermd cultuurhistorisch landschap,1975/11/12,4.004,51.024,Berlare
Plassen van Overmere-Donk: fase 1,Beschermd cultuurhistorisch landschap,1956/07/06,3.977,51.040,Berlare
Plassen van Overmere-Donk: fase 2,Beschermd cultuurhistorisch landschap,1964/05/29,3.980,51.042,Berlare
Turfput,Beschermd cultuurhistorisch landschap,1977/04/26,3.990,51.052,Berlare
Het Broek,Beschermd cultuurhistorisch landschap,1981/09/18,3.999,51.038,Berlare
Sint-Alexiusbegijnhof: gebouwen en tuinen,Beschermd cultuurhistorisch landschap,1942/11/30,4.097,51.027,Dendermonde
Brusselse Poort en omgeving,Beschermd cultuurhistorisch landschap,1942/11/30,4.104,51.025,Dendermonde
Grote Markt,Beschermd stads- of dorpsgezicht,1996/06/07,4.099,51.031,Dendermonde
Oude Denderloop,Beschermd cultuurhistorisch landschap,2017/07/17,4.091,51.029,Dendermonde
Kerkstraat,Beschermd stads- of dorpsgezicht,2003/12/10,4.097,51.032,Dendermonde
Dorpskom Oudegem,Beschermd stads- of dorpsgezicht,1998/06/24,4.062,51.009,Dendermonde
Parochiekerk Sint-Gertrudis met omringend kerkhof,Beschermd cultuurhistorisch landschap,1956/03/28,4.130,51.048,Dendermonde
Lustdomein van de abt van de abdij van Affligem,Beschermd stads- of dorpsgezicht,1982/09/15,4.022,51.009,Dendermonde
Arsenaal: conciërgewoning en nevenruimten,Beschermd stads- of dorpsgezicht,1991/09/30,4.099,51.026,Dendermonde
Infanteriekazerne: oefenterrein,Beschermd stads- of dorpsgezicht,1994/06/24,4.098,51.033,Dendermonde
Stedelijke begraafplaats,Beschermd stads- of dorpsgezicht,2003/11/03,4.072,51.027,Dendermonde
Scheepswerven Van Praet-Dansaert en Van Damme,Beschermd stads- of dorpsgezicht,1993/07/02,4.168,51.036,Dendermonde
Parochiekerk Sint-Gillis-Binnen: omgeving met pastorie en restanten Zwijveke-abdij,Beschermd cultuurhistorisch landschap,1974/07/02,4.101,51.028,Dendermonde
Erfgoedlandschap Poelberg - Meikensbossen,Erfgoedlandschap,2014/07/10,3.367,50.980,Tielt
Hoeve Strichtensgoed met omgeving,Beschermd stads- of dorpsgezicht,2001/06/11,3.424,51.028,Tielt
Hoeve Groot Viggezele met omgeving,Beschermd stads- of dorpsgezicht,2001/06/11,3.370,51.027,Tielt
Herenhuis Mulle de Terschueren: park,Beschermd stads- of dorpsgezicht,1986/12/23,3.324,50.998,Tielt
Ensemble van dorpswoningen met omgeving,Beschermd stads- of dorpsgezicht,1981/02/02,3.419,50.995,Tielt
Windmolen Poelbergmolen met omgeving,Beschermd stads- of dorpsgezicht,1993/07/23,3.366,50.981,Tielt
Landarbeiderswoning met tuin,Beschermd stads- of dorpsgezicht,1996/09/24,2.722,51.012,Alveringem
Mouterij- en brouwerijcomplex Het Anker met omgeving,Beschermd stads- of dorpsgezicht,2001/03/05,2.621,50.922,Alveringem
Dorpskom Leisele,Beschermd stads- of dorpsgezicht,1996/07/04,2.621,50.984,Alveringem
Parochiekerk Sint-Audomarus met omgeving,Beschermd cultuurhistorisch landschap,1940/02/10,2.710,51.012,Alveringem
Pastorie Sint-Petrusparochie met omgeving,Beschermd stads- of dorpsgezicht,1986/06/13,2.676,50.975,Alveringem
Pastorie Sint-Mildredaparochie met omgeving,Beschermd stads- of dorpsgezicht,1985/04/23,2.657,50.993,Alveringem
Bedevaartkapel Onze-Lieve-Vrouw van Barmhartigheid met ommuurde tuin,Beschermd stads- of dorpsgezicht,1985/06/08,2.655,50.995,Alveringem
Hoeve Hofstede Inghels met omgeving,Beschermd stads- of dorpsgezicht,1985/06/18,2.624,50.984,Alveringem
Hoeve met losse bestanddelen: omgeving,Beschermd stads- of dorpsgezicht,1985/06/18,2.704,51.023,Alveringem
Hoeve met losse bestanddelen en waterput met omgeving,Beschermd stads- of dorpsgezicht,1985/10/30,2.704,51.010,Alveringem
Gehucht Clachoire,Beschermd stads- of dorpsgezicht,1985/07/24,2.618,50.977,Alveringem
Basiliek Onze-Lieve-Vrouw met omgeving,Beschermd cultuurhistorisch landschap,1953/04/16,4.979,50.980,Scherpenheuvel-Zichem
Parochiekerk Sint-Pieter met kerkhof en kerkhofmuur,Beschermd cultuurhistorisch landschap,1942/12/30,4.952,51.009,Scherpenheuvel-Zichem
Elzenklooster met omgeving,Beschermd cultuurhistorisch landschap,1977/12/23,4.981,51.002,Scherpenheuvel-Zichem
Neoclassicistische hoeve: omgeving,Beschermd stads- of dorpsgezicht,1998/03/26,5.007,50.963,Scherpenheuvel-Zichem
Landhuis Michiels: tuin,Beschermd stads- of dorpsgezicht,2001/12/12,4.973,50.982,Scherpenheuvel-Zichem
Voortberg,Beschermd cultuurhistorisch landschap,2002/05/14,4.961,51.011,Scherpenheuvel-Zichem
Hoeve Loboshof met omgeving,Beschermd cultuurhistorisch landschap,1976/05/13,4.951,50.976,Scherpenheuvel-Zichem
Dorpskern Testelt,Beschermd stads- of dorpsgezicht,1981/10/23,4.952,51.008,Scherpenheuvel-Zichem
Watermolen met omgeving,Beschermd stads- of dorpsgezicht,1994/03/02,4.985,51.002,Scherpenheuvel-Zichem
Geboortehuis Ernest Claes met omgeving,Beschermd cultuurhistorisch landschap,1972/04/17,4.990,51.012,Scherpenheuvel-Zichem
Erfgoedlandschap Vallei van de Bruine Beek,Erfgoedlandschap,2015/08/31,4.551,51.030,Bonheiden
Mechels Broek: fase 3,Beschermd cultuurhistorisch landschap,1984/06/28,4.507,51.027,Bonheiden
Het Ven,Beschermd cultuurhistorisch landschap,1982/06/23,4.591,51.010,Bonheiden
Hoeve Kleine Krankhoeve: omgeving,Beschermd cultuurhistorisch landschap,1976/11/04,4.554,51.028,Bonheiden
Sint-Annakapel met omgevende lindebomen,Beschermd stads- of dorpsgezicht,1995/05/19,4.526,51.029,Bonheiden
Dorpsplein,Beschermd stads- of dorpsgezicht,1985/05/02,4.584,51.001,Bonheiden
Parochiekerk Sint-Martinus: kerkhof,Beschermd cultuurhistorisch landschap,1975/10/22,4.584,51.001,Bonheiden
Kasteel Berentrode met omgeving,Beschermd stads- of dorpsgezicht,1986/06/03,4.558,51.026,Bonheiden
Cassenbroek: fase 1,Beschermd cultuurhistorisch landschap,1988/08/01,4.574,51.010,Bonheiden
Cassenbroek: fase 2,Beschermd cultuurhistorisch landschap,2007/05/31,4.575,51.007,Bonheiden
Erfgoedlandschap Krankhoeve,Erfgoedlandschap,2016/11/24,4.557,51.029,Bonheiden
Landhuis Verhavert Stede: tuin en paardenstallen,Beschermd stads- of dorpsgezicht,1995/04/12,4.198,51.013,Buggenhout
Dries en parochiekerk Sint-Amandus,Beschermd cultuurhistorisch landschap,1956/03/28,4.219,51.028,Buggenhout
Windmolen Plaatsemolen met omgeving,Beschermd stads- of dorpsgezicht,1998/12/01,4.176,50.999,Buggenhout
Windmolen 't Merelaantje: omgeving,Beschermd stads- of dorpsgezicht,2016/02/15,4.307,51.017,Londerzeel
Reclamemuurschildering Olijfje met aanpalende perceelstroken,Beschermd stads- of dorpsgezicht,2014/09/30,4.302,51.006,Londerzeel
Watermolen Koevoordemolen met omgeving,Beschermd stads- of dorpsgezicht,1980/12/24,4.282,51.038,Londerzeel
Diepensteynkasteel met omgeving,Beschermd stads- of dorpsgezicht,1980/10/14,4.271,51.001,Londerzeel
Watermolen Marselaermolen met omgeving,Beschermd stads- of dorpsgezicht,1983/02/03,4.264,50.981,Londerzeel
Feodale motte,Beschermd cultuurhistorisch landschap,1975/07/07,4.300,51.002,Londerzeel
Windmolen Beltmolen met omgeving,Beschermd stads- of dorpsgezicht,1982/04/21,4.777,50.987,Begijnendijk
Windmolen Torenmolen met omgeving,Beschermd stads- of dorpsgezicht,1993/11/30,4.782,50.992,Begijnendijk
Eikelberg,Beschermd cultuurhistorisch landschap,1995/11/10,4.796,50.969,Aarschot
's Hertogenheide,Beschermd cultuurhistorisch landschap,1983/09/28,4.822,50.973,Aarschot
Dorpskern Rillaar,Beschermd stads- of dorpsgezicht,1980/01/04,4.893,50.974,Aarschot
Erfgoedlandschap Kouterberg-Kapittelberg,Erfgoedlandschap,2016/10/19,4.831,50.978,Aarschot
Hoeve Speelhoven met omgeving,Beschermd stads- of dorpsgezicht,1979/03/13,4.854,50.974,Aarschot
Watermolen te Schoonhoven met omgeving,Beschermd stads- of dorpsgezicht,1996/07/05,4.850,50.980,Aarschot
Dorpskern Langdorp,Beschermd stads- of dorpsgezicht,2002/11/13,4.871,50.994,Aarschot
Watermolen Te Leefdaal met omgeving,Beschermd stads- of dorpsgezicht,1980/12/11,4.898,50.977,Aarschot
Windmolen De Witte Molen met omgeving,Beschermd stads- of dorpsgezicht,1994/11/09,4.835,51.002,Aarschot
Gasthuis Sint-Elisabeth en omgeving,Beschermd stads- of dorpsgezicht,1994/06/07,4.839,50.988,Aarschot
Watermolen 's Hertogenmolens met omgeving,Beschermd stads- of dorpsgezicht,1986/09/11,4.828,50.986,Aarschot
Omgeving Amerstraat en Bogaardenstraat,Beschermd stads- of dorpsgezicht,2014/04/15,4.838,50.987,Aarschot
Meander van Vorsdonk - Turfputten,Beschermd cultuurhistorisch landschap,1994/03/02,4.790,50.975,Aarschot
Windmolen Heimolen: omgeving,Beschermd stads- of dorpsgezicht,1987/07/01,4.897,51.011,Aarschot
Watermolen Te Leefdaal: omgeving,Beschermd cultuurhistorisch landschap,1977/06/10,4.896,50.979,Aarschot
Natuurgebied Achter Schoonhoven,Beschermd cultuurhistorisch landschap,1980/10/06,4.861,50.984,Aarschot
Parochiekerk Sint-Martinus en omgeving,Beschermd stads- of dorpsgezicht,1983/07/28,3.640,51.021,Sint-Martens-Latem
Golfterrein - Buizenberg - Warandebos,Beschermd cultuurhistorisch landschap,1983/06/29,3.620,51.015,Sint-Martens-Latem
Kunstenaarswoning E. Gevaert met omgeving,Beschermd stads- of dorpsgezicht,1999/03/03,3.620,51.008,Sint-Martens-Latem
Leiemeersen,Beschermd cultuurhistorisch landschap,2005/11/07,3.622,51.028,Sint-Martens-Latem
Parochiekerk Sint-Aldegonde met kerkhof,Beschermd stads- of dorpsgezicht,1979/05/28,3.604,51.006,Sint-Martens-Latem
Dorpskom Deurle,Beschermd stads- of dorpsgezicht,1991/12/16,3.604,51.005,Sint-Martens-Latem
Dries met drinkpoel,Beschermd stads- of dorpsgezicht,1996/09/13,3.976,50.996,Wichelen
Molenaarshuis met watermolen en omgeving,Beschermd stads- of dorpsgezicht,1994/02/17,3.956,51.000,Wichelen
"Kasteeldomein de Potter d'Indoye: park, kasteel en kasteelhoeve",Beschermd stads- of dorpsgezicht,1994/10/12,3.795,51.005,Melle
Kasteeldomein de Potter d'Indoye: deel van het park,Beschermd stads- of dorpsgezicht,1995/10/24,3.798,51.004,Melle
Herenhuis de Mûelenaere met omgeving,Beschermd stads- of dorpsgezicht,1981/07/24,3.199,50.977,Ardooie
Brouwerij Vanden Bussche: tuin en binnenkoer,Beschermd stads- of dorpsgezicht,2000/06/13,3.197,50.978,Ardooie
Pastorie Onze-Lieve-Vrouw-Hemelvaartparochie: vijver en tuin,Beschermd cultuurhistorisch landschap,1976/09/03,4.351,50.979,Kapelle-op-den-Bos
Tuin van dekenij met muur en fonteinportiek,Beschermd stads- of dorpsgezicht,1995/01/03,3.884,51.007,Wetteren
Dorpskom Westrem,Beschermd stads- of dorpsgezicht,1986/07/25,3.862,50.970,Wetteren
Watermolen Van Hauwermeirsmolen met omgeving,Beschermd stads- of dorpsgezicht,1994/02/17,3.878,50.978,Wetteren
Parochiekerk Sint-Martinus: omgeving,Beschermd cultuurhistorisch landschap,1974/11/05,3.872,50.981,Wetteren
Hoeve 't Rood Kasteeltje met omgeving,Beschermd stads- of dorpsgezicht,1979/03/13,3.836,51.003,Wetteren
Café Posthotel en omgeving,Beschermd stads- of dorpsgezicht,1986/08/01,3.882,51.002,Wetteren
Hoeve Hof ten Hondert en omwalling,Beschermd stads- of dorpsgezicht,1988/06/02,3.847,50.979,Wetteren
Hoeve Prinsenhof en omgeving,Beschermd stads- of dorpsgezicht,2001/02/01,3.872,50.981,Wetteren
Dorpskom Massemen,Beschermd stads- of dorpsgezicht,2001/02/01,3.873,50.981,Wetteren
Duingebied De Blakken - Speelbos,Beschermd cultuurhistorisch landschap,1995/06/08,3.903,51.008,Wetteren
Scheldemeersen: fase 1,Beschermd cultuurhistorisch landschap,1981/11/04,3.704,50.974,Merelbeke
Kasteelhoeve Hof ter Wallen met omgeving,Beschermd stads- of dorpsgezicht,1986/08/01,3.742,50.994,Merelbeke
Windmolen Schelderomolen met omgeving,Beschermd stads- of dorpsgezicht,1991/11/20,3.725,50.970,Merelbeke
Dorpskern Munte,Beschermd stads- of dorpsgezicht,2000/02/29,3.745,50.944,Merelbeke
Dorpskern Schelderode,Beschermd stads- of dorpsgezicht,2000/02/10,3.716,50.973,Merelbeke
Parochiekerk Sint-Bartholomeus met omgeving,Beschermd stads- of dorpsgezicht,2005/05/27,2.735,50.971,Lo-Reninge
De Fintele,Beschermd stads- of dorpsgezicht,1994/04/22,2.739,50.958,Lo-Reninge
Stadskern Lo,Beschermd stads- of dorpsgezicht,1994/11/23,2.748,50.981,Lo-Reninge
Hoeve Het Marchiennegoed met omgeving,Beschermd stads- of dorpsgezicht,1994/11/23,2.772,50.938,Lo-Reninge
Dorpskom Reninge,Beschermd stads- of dorpsgezicht,1994/11/23,2.790,50.947,Lo-Reninge
Hoeve met losse bestanddelen met omgeving,Beschermd stads- of dorpsgezicht,1985/11/07,2.777,50.930,Lo-Reninge
Erfgoedlandschap Demer- en Laakvallei tussen Aarschot en Werchter (deels),Erfgoedlandschap,2015/12/03,4.694,50.986,Tremelo
Bolloheide,Beschermd cultuurhistorisch landschap,1994/09/12,4.718,51.014,Tremelo
Blaasberg,Beschermd cultuurhistorisch landschap,1993/04/20,4.667,50.991,Tremelo
Bleyenberghoeve: omgeving,Beschermd stads- of dorpsgezicht,2003/03/26,4.654,51.009,Keerbergen
Pommelsven,Beschermd cultuurhistorisch landschap,2000/02/02,4.653,51.004,Keerbergen
Dorpskom Wieze,Beschermd stads- of dorpsgezicht,2012/12/17,4.079,50.980,Lebbeke
Opgaande eik,Beschermd cultuurhistorisch landschap,1951/03/15,4.081,50.979,Lebbeke
Grote Plaats en omgeving,Beschermd stads- of dorpsgezicht,1984/06/20,4.129,51.001,Lebbeke
Windmolenromp en molenaarshoeve,Beschermd stads- of dorpsgezicht,1999/04/01,2.927,50.995,Houthulst
Kerkplein en omgeving,Beschermd stads- of dorpsgezicht,1994/04/21,3.649,50.992,De Pinte
Scheldemeersen: fase 2,Beschermd cultuurhistorisch landschap,1997/03/10,3.677,50.961,De Pinte
Kasteel Scheldevelde met park en de Zeven Dreven,Beschermd cultuurhistorisch landschap,1974/10/15,3.671,50.996,De Pinte
Hoeven en Villa De Blijpoel met omgeving,Beschermd stads- of dorpsgezicht,1979/03/13,3.701,50.980,De Pinte
